"ID","Age","Gender","Education","Race","Income","Health","Q185","Q183","X0_5_95","X0_50_50","X0_10_90","X0_15_85","X0_20_80","X0_25_75","X0_30_70","X0_35_65","X0_40_60","X0_45_55","CT1","CT2","X0.5_5_95","X0.5_50_50","X0.5_10_90","X0.5_15_85","X0.5_20_80","X0.5_25_75","X0.5_30_70","X0.5_35_65","X0.5_40_60","X0.5_45_55","CT1.1","CT2.1","n0.5_5_95","n0.5_50_50","n0.5_10_90","n0.5_15_85","n0.5_20_80","n0.5_25_75","n0.5_30_70","n0.5_35_65","n0.5_40_60","n0.5_45_55","CT1.2","CT2.2","X5_5_95","X5_50_50","X5_10_90","X5_15_85","X5_20_80","X5_25_75","X5_30_70","X5_35_65","X5_40_60","X5_45_55","CT1.3","CT2.3","n5_5_95","n5_50_50","n5_10_90","n5_15_85","n5_20_80","n5_25_75","n5_30_70","n5_35_65","n5_40_60","n5_45_55","CT1.4","CT2.4","Q241","Q243","Q245","Q247","Q249","Q251","Q173","Q174","Q175","Q176","Q177","Q177_5_TEXT","Q178","Q179","Q179_6_TEXT","Q11","Q13","Q15","Q17","Q19","Q21","Q23","Q25","Q27","Q199_1","Q199_2","Q199_3","Q199_4","Q199_5","Q199_6","Q201_1","Q201_2","Q201_3","Q201_4","Q201_5","Q201_6","Q203_1","Q203_2","Q203_3","Q203_4","Q203_5","Q203_6","Q204_1","Q204_2","Q204_3","Q204_4","Q204_5","Q204_6","Q211","Q213","Q215","Q217","Q219","Q221","Q223","Q225_1","Q225_2","Q227","Q229","Q231","Q233","Q235","Q237","Q224","Q226","Q228","Q230","Q232","Q234","Q236","Q238","Q240","Q242","Q245.1"
1,58,"2","5","1","9","4","2","1","","","","","","","","","","","","","1","1","2","1","1","2","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","1","4","4","4","2","","","","","","","","","4","1","7","2","","","","","","4","1","3","2","4","1","3","1","2","4","2","2","2","1","1","1","1","4","1","4","1","4","3","1","500","10","0.1","3","2","2","1 in 50","10","100","80","5","1","50","16","3","3","3","3","3","3","3","1","3","3","1","7/13/60"
2,52,"1","4","1","5","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","4","4","4","3","4","3","1","?","?","2","2","","","","","4","4","6","2","","","","","","3","3","2","3","3","3","2","3","3","4","2","4","2","4","4","3","2","4","2","4","3","4","2","3","500","10","0.1","3","2","2%","2 in 100 years","10","100","80%","5","1","9%","64","3","3","3","4","3","2","3","3","3","2","3","7/24/66"
3,68,"2","4","1","10","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","4","3","3","1","1","100","4","2","","2","2","","4","2","6","2","","","","","","4","1","3","2","3","1","2","1","1","3","2","1","2","1","1","1","1","3","1","3","2","3","3","2","500","1","10","3","2","2","2","10","100","2","1","1","1","64","1","4","3","4","2","2","2","3","2","3","2","9/12/50"
4,42,"2","3","1","8","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","1","1","4","2","2","2","2","","","","","","","","","1","2","7","2","","","","","","4","1","4","2","4","2","2","3","1","4","1","2","2","2","2","2","2","3","1","2","2","2","1","3","500","100","1","3","2","2","1 in 200","1","10","10%","10","1","10%","64","3","1","1","1","1","3","1","2","1","1","1","11/7/76"
5,33,"2","4","1","11","3","1","2","","","","","","","","","","","","","2","1","2","1","1","1","1","1","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","4","5","3","3","2","","","","","","","","","2","4","3","2","","","","","","3","4","2","5","3","4","2","4","2","2","3","5","2","4","3","4","4","3","2","3","5","3","3","4","500","10","0.1","3","2","2%","1 in 50","10","100","1 in 5","10","1","9 out of 100","64","1","4","5","5","3","4","2","5","5","5","4","9/3/85"
6,30,"2","3","1","16","5","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","4","2","4","4","5","4","2","","","","","","","","","6","1","7","2","","","","","","2","1","2","2","4","1","1","1","2","4","2","4","2","3","2","2","2","4","1","4","2","3","2","2","500","10","0.1","3","2","2%","2%","10","100","80%","5","1","90%","128","3","5","5","5","4","5","5","6","6","4","5","7/23/88"
7,75,"1","3","1","6","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","4","4","4","5","4","4","2","","","","","","","","","5","1","7","2","","","","","","4","1","4","2","4","2","4","2","3","5","3","4","4","2","2","2","2","4","1","4","1","5","5","1","500","50","1","3","2","2","200","10","100","80","50","1","10%","64","2","2","2","2","2","2","2","2","4","5","4","4/5/44"
8,62,"2","3","1","4","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","4","4","4","2","","","","","","","","","1","1","6","2","","","","","","4","3","3","4","3","3","2","3","3","2","3","4","2","3","3","3","2","3","2","3","3","3","2","3","500","800","20","3","2","2%","1 in 50 in ten years","10%","1%","20%","5","1","Less than 10%","40","1","3","2","3","1","3","1","3","3","3","3","11/14/56"
9,63,"1","4","1","12","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","3","5","5","5","4","4","1","1","400","2","4","","1","","","5","3","6","2","","","","","","4","1","4","2","3","2","2","3","3","4","2","3","2","2","2","3","2","4","2","4","2","4","3","1","500","10","0.1","3","2","2% in ten years","1 in 50 in ten years","10","100","80","5","1","50%","64","3","5","4","5","4","4","4","4","4","4","4","11/27/55"
10,43,"2","4","1","8","4","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","5","2","5","2","1","2","25000","4","4","","2","1","","3","5","5","2","","","","","","3","2","2","2","3","2","2","2","2","4","2","3","2","2","2","2","2","4","2","4","2","4","2","2","502","10","0.1","3","2","2","2","10","100","80","5","1","10","64","1","4","4","4","4","5","4","4","5","3","3","5/22/75"
11,44,"2","3","1","5","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","3","4","5","1","5","1","2","","","","","","","","","4","4","7","2","","","","","","3","2","3","3","3","2","1","1","3","3","2","2","2","2","1","2","1","3","1","3","2","3","3","2","6","10","1","3","2","2","2","10","100","20","10","1","9","64","3","3","2","3","2","3","2","1","1","3","1","3/6/75"
12,68,"1","3","1","9","3","2","2","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","4","3","3","1","1","900","3","3","","2","3","","4","3","7","2","","","","","","2","2","2","3","2","2","1","2","2","2","1","1","2","3","3","3","1","3","1","3","1","3","2","1","500","100000","0.1","3","2","1 in 5 years","1 in 50","10","100","1 in 5","2","1","18","64","2","2","1","1","1","1","2","3","1","4","1","6/14/50"
13,55,"2","3","1","6","4","2","2","2","2","2","2","1","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","2","4","2","1","5","1000","3","3","","","","","1","5","7","2","","","","","","4","1","5","3","5","1","3","1","3","2","1","1","2","1","4","2","1","4","1","4","1","5","3","4","500","100","1","3","2","2","2% in 200","1","10","5%","10","1","90%","64","3","5","5","5","4","5","5","6","5","4","3","7/26/63"
14,63,"1","2","1","4","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","2","5","3","3","4","4","1","2","5000","2","2","","","","","3","2","7","2","","","","","","3","2","3","2","1","1","1","2","2","4","1","1","2","1","1","2","1","4","1","3","1","4","1","1","500","10","0.1","3","2","2%","2 in a hundred","10","100","80%","1","1","18","64","1","4","2","4","3","6","4","4","3","5","4","4/28/56"
15,62,"1","4","1","10","4","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","3","3","3","1","3","1700","4","1","","2","6","No Fraud Involved","5","6","5","2","","","","","","4","2","4","3","3","3","2","3","3","3","3","4","2","2","2","2","2","2","2","4","2","2","2","2","500","10","0.01","3","2","2%","2 in a hundred","10","100","80%","0.05","1","8","64","3","3","3","3","3","3","3","3","3","3","3","3/30/57"
16,30,"1","3","1","4","5","1","1","","","","","","","","","","","","","1","1","2","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","5","1","5","1","2","","","","","","","","","1","1","7","1","2","1","","1","","4","1","4","2","4","2","1","1","2","5","2","2","2","2","2","3","1","5","1","5","1","5","3","1","500","10","1","3","2","2%","2 in 100","10","100","20%","5","1","10%","64","3","5","5","5","5","5","4","5","3","5","3","2/27/89"
17,65,"2","4","8","8","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","4","4","4","3","3","4","1","uncertain","don't recall","2","2","","","","","3","3","5","2","","","","","","4","2","3","2","4","2","3","2","2","3","3","2","3","2","2","2","2","3","2","3","2","4","3","2","500","1","1","3","2","2%","2%","10","100","80%","1","1","1%","64","3","3","3","4","3","3","3","3","2","3","2","11/11/54"
18,70,"2","4","1","7","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","4","2","4","4","4","2","","","","","","","","","6","1","7","1","1","5","","5","a company selling timeshares.","3","2","3","2","3","2","2","2","3","3","3","4","2","3","3","2","1","4","1","4","2","3","2","1","501","10","999","1","2","2% in ten years","2 of 100","10","100","80%","5","1","50%","100","3","5","5","5","5","5","5","4","5","4","4","11/7/48"
19,30,"2","5","3","16","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","5","3","4","5","2","2","1","0","150","2","3","","","","","4","2","6","2","","","","","","2","2","2","4","2","4","2","3","2","2","1","4","2","3","3","3","2","3","2","2","3","2","2","4","500","1","1","3","2","5% in 10 years","1 in 50 in ten years","10","100","Not clear since it's not certain the disease is fatal","5","1","50%","64","1","2","2","2","2","2","2","3","4","4","3","1/12/89"
20,34,"1","5","1","10","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","3","1","4","1000","1","","","2","2","","5","7","7","1","2","3","","3","","5","2","5","4","5","2","5","4","5","5","5","4","5","3","4","2","4","5","4","4","3","3","1","2","333","100","1","3","2","2","2","10","100","yes","200000","1","2","64","3","6","6","6","6","6","6","6","6","5","5","4/18/85"
21,36,"2","5","1","15","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","1","2","1","2","5","4","4","4","3","3","1","1","10000","3","2","","","","","4","4","5","1","1","2","","1","","3","2","4","3","4","2","2","1","2","1","2","3","2","2","2","2","1","3","1","3","1","2","3","1","500","1","1","3","2","2%","2 in 100","10","100","20%","5","1","50","64","3","5","5","5","4","5","4","5","4","3","4","8/12/82"
22,49,"2","3","1","11","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","5","2","4","4","2","2","2","","","","","","","","","2","4","5","1","1","2","","1","","3","1","3","4","4","4","2","1","2","2","2","2","2","1","1","1","2","3","2","2","2","2","2","1","500","1","1","3","2","2","1 in 50","10","100","20%","5","1","90%","24","3","4","4","4","4","4","4","4","5","5","4","5/19/70"
23,76,"1","3","1","6","5","2","2","","","","","","","","","","","","","2","1","2","2","1","2","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","2","4","4","4","1","2","15000","3","4","","2","4","","4","2","7","1","1","2","","1","","4","2","4","1","4","2","2","2","3","5","2","4","2","4","3","3","2","4","2","4","2","4","3","2","500","10","0.001","3","2","2%","2","10","100","100","5","1","10%","64","1","3","3","3","3","3","3","2","4","4","4","12/24/42"
24,63,"2","3","1","3","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","1","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","5","5","1","4","6000","4","2","","","","","5","1","7","1","3","5","","1","","4","1","4","4","4","3","3","2","4","3","3","4","3","4","3","3","1","4","2","4","2","4","3","2","555","10","1","3","2","2% in ten years","2 in 100 years","10","100","20%","5","1","10%","64","3","4","3","5","3","3","3","2","4","3","4","6/13/55"
25,63,"1","4","2","10","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","4","5","2","5","2","1","1","100","4","2","","","","","7","1","7","1","1","2","","1","","3","2","3","2","4","2","3","2","3","4","2","2","2","2","2","2","1","3","1","4","2","4","3","1","500","10","0.5","3","2","2%","1 in 50","10","100","80","50","1","9%","64","1","5","5","5","5","4","5","3","5","5","4","7/8/55"
26,71,"2","3","1","9","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","5","4","4","2","","","","","","","","","5","2","6","1","2","2,5","","1","","3","2","3","2","3","2","2","2","2","3","3","3","3","2","2","2","2","4","2","4","2","3","3","2","100","10","5","3","2","2","2","10","100","5","20","1","50","64","1","2","2","1","1","1","1","2","2","4","2","4/3/48"
27,39,"1","5","1","15","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","1","1","1","2","2","1","1","2","","","","","","","","","","","","","5","5","4","5","4","5","1","2","40","1","1","","1","","","7","6","7","2","","","","","","5","5","5","4","4","5","5","5","5","5","4","4","5","5","5","5","5","4","4","4","4","5","5","5","100","100","100","1","2","1%","100","60","40","20","100","1","100","2","1","6","5","6","5","6","6","5","6","4","5","5/2/80"
28,59,"2","4","1","5","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","1","5","1","5","3","5","1","1","1000","4","2","","","","","4","2","7","2","","","","","","2","2","2","2","2","2","2","2","2","4","2","2","2","2","2","2","1","4","1","3","2","4","2","2","500","10","0.001","3","2","2%","2%","10","100","80%","50","1","9%","64","3","5","4","5","4","4","2","5","5","3","4","1/1/60"
29,29,"2","2","7","4","4","2","2","2","2","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","2","2","","","","","","","","","4","1","6","1","2","2,3","","1","","3","2","3","4","4","3","3","4","3","2","2","3","2","2","4","2","3","5","2","4","2","4","2","3","500","0.01","0.05","3","2","10%","50%","10","100","20%","5","1","10%","14","3","5","5","5","5","5","4","4","4","3","3","4/24/90"
30,66,"2","3","1","13","3","2","1","1","1","2","2","2","2","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","3","2","3","3","1","4-Mar","10,000","4","3","","","","","5","4","5","1","2","4,5","","1,3","","2","3","2","3","2","4","1","2","2","3","2","3","3","2","4","2","2","3","2","3","4","3","2","1","600","2","0","3","2","2%","2 in 100","10","100","80%","5","1","10%","64","3","2","1","3","2","2","1","3","3","4","3","2/19/53"
31,78,"2","3","1","10","4","2","2","","","","","","","","","","","","","2","1","2","1","2","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","4","4","4","2","","","","","","","","","5","3","5","2","","","","","","4","2","3","2","3","2","2","3","3","3","2","3","2","3","3","3","2","3","2","4","2","4","2","2","4501","1","1","3","2","2%","2","1","10","20%","1","1","10%","64","1","2","2","2","2","2","2","2","2","2","2","4/28/41"
32,74,"1","5","1","16","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","1","4","5","5","5","5","1","5","10000","4","1","","2","6","not reportable","5","2","7","1","50","1,2,5","","1","","2","2","2","2","3","2","2","3","2","4","2","5","2","4","4","4","1","5","1","5","1","5","2","1","500","10","0.01","3","2","2%","2 in 100","10","100","80%","5","1","90%","64","3","3","3","3","3","3","3","4","4","4","4","8/1/44"
33,79,"1","5","1","6","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","2","4","4","4","1","Once","800","4","4","","2","4","","4","2","7","1","20","2","","1","","2","2","2","3","3","2","2","2","2","2","1","4","2","3","3","3","2","4","2","4","2","4","2","2","500","10","0.1","3","2","2%","2 in 100","10","100","80%","5","1","50%","64","3","5","5","5","5","5","5","4","6","4","3","10/22/39"
34,34,"1","6","1","9","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","1","1","2","2","1","1","1","1","2","5","5","5","5","5","5","2","","","","","","","","","4","7","5","2","","","","","","5","1","5","1","5","1","1","1","5","5","5","5","5","2","2","1","2","5","1","5","1","5","5","1","50","5","4","3","3","2% en 20 aÌ±os","2 en 200","1","2","si","100","1","70%","1","1","4","4","4","4","4","4","4","3","3","4","4/13/85"
35,71,"2","2","1","2","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","4","4","4","1","4","1","2","","","","","","","","","4","1","7","2","","","","","","1","4","1","4","1","5","1","5","1","2","1","5","1","4","4","4","4","2","4","1","5","2","2","5","500","10","1","3","2","2%2","2%","10","100","80%","25","2","100%","64","2","1","1","1","1","1","1","1","1","3","1","7/1/47"
36,75,"2","5","1","13","5","2","2","1","2","1","1","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","1","1","4","2","2","","","","","","","","","4","2","6","1","1","2","","1","","4","1","4","2","5","1","2","1","2","5","3","3","3","3","3","3","1","4","2","5","1","5","2","1","500","10","100","3","2","1%in 5 years","1 in 50 years","10","100","80%","5","1","9","65","3","5","3","4","3","4","4","5","4","4","4","4/28/44"
37,76,"1","4","1","9","3","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","2","4","3","4","1","1","150000","4","2","","2","2","","6","2","6","2","","","","","","4","1","3","2","4","2","2","2","2","4","2","2","2","2","2","2","2","4","1","4","1","3","2","1","500","10","0.001","3","2","2%","2 in 100","10","100","80%","5","1","90%","64","3","4","3","4","4","5","4","4","3","4","4","8/7/42"
38,58,"2","4","1","1","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","4","2","3","5","4","4","2","","","","","","","","","3","2","7","2","","","","","","2","1","2","3","2","2","1","1","1","2","1","3","2","3","4","2","2","3","1","3","2","3","1","2","500","10","0.1","3","2","2%","2 in 100","10","100","80%","5","1","10%","64","1","5","5","5","4","5","5","5","6","4","4","12/14/60"
39,85,"2","4","1","4","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","2","2","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","3","4","3","1","1","2000","4","3","","2","2","","2","1","6","2","","","","","","4","1","3","3","2","2","2","2","2","3","1","4","2","3","3","2","1","4","1","4","2","4","3","2","500","1","1","3","2","2%","1 in 50","10","100","1 in 5","5","1","9 out of 10","64","1","5","5","5","5","4","3","4","5","4","5","8/11/33"
40,41,"1","5","1","16","5","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","1","3","150000","1","1","","1","","","7","7","7","1","5","1,3,4","","1,4","","5","5","4","4","5","5","5","5","5","4","4","5","5","4","4","5","4","5","5","5","4","5","5","4","5","8","4","2","2","20","40","90","700","50","1000","1","excellent ","7","1","6","6","6","6","6","6","6","6","5","5","3/10/78"
41,46,"1","4","1","11","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","1","2","2","2","2","1","2","3","5","5","2","5","2","1","5","25000","4","2","","","","","5","2","7","2","","","","","","3","2","3","2","3","2","2","2","2","2","2","4","2","2","2","2","2","4","2","3","2","3","2","1","500","10","1","3","2","1 in 5 years","1 in 50 years","10","100","80%","0.05","1","90","64","3","5","4","5","5","4","3","5","5","4","3","12/5/72"
42,26,"2","4","1","8","3","2","2","","","","","","","","","","","","","2","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","4","4","3","3","2","","","","","","","","","5","1","6","2","","","","","","3","3","3","4","2","3","3","1","2","3","2","2","2","2","2","2","1","2","1","3","2","2","3","1","500","10","1","3","1","1","1","1","10","2","1","1","18 of 100","64","3","5","4","5","4","5","3","5","5","3","2","9/24/92"
43,23,"2","4","4","9","4","1","2","","","","","","","","","","","","","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","2","4","4","4","1","1","10000","4","2","","","","","4","2","6","2","","","","","","4","2","3","2","4","2","2","2","2","4","2","2","2","2","2","2","2","4","1","4","2","4","2","2","500","10","10","3","2","2 percent","2 in 100","10","100","20 percent","50","1","50  percent ","64","3","5","5","5","5","5","5","5","5","3","4","5/15/96"
44,40,"1","6","3","9","4","2","2","","","","","","","","","","","","","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","2","","","","","","","","","4","4","4","2","","","","","","3","2","4","2","4","2","2","2","2","2","2","2","2","2","2","2","1","4","1","5","2","3","3","1","500","10","0.1","2","1","don't know","don't know","1","0","no","5","2","don't know","0.01","2","3","4","3","4","3","4","3","4","3","3","1/1/80"
45,45,"1","4","7","10","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","2","3","4","1","4","1","1","6","18000","3","1","","2","2","","4","2","6","2","","","","","","4","1","3","1","4","1","2","1","2","4","2","3","2","2","2","2","1","4","1","2","2","4","2","1","500","10","0.001","2","3","2","1 in 50","10","100","80 out of 100","500","1","50%","64","1","4","5","5","3","3","5","4","4","3","3","4/1/74"
46,29,"2","4","1","11","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","3","4","5","3","3","3","2","","","","","","","","","4","4","4","2","","","","","","3","2","2","2","2","2","1","2","2","4","1","2","2","1","2","2","1","2","1","2","2","2","1","2","500","10","0.0001","3","2","2%","2 in 100 in ten years","10","100","80%","5","1","Very likely","64","1","3","3","3","3","4","2","4","4","3","4","7/15/89"
47,50,"1","4","1","7","3","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","1","3","7000","4","1","","","","","5","3","6","1","2","2,3","","5","an experienced investor","4","1","4","2","4","2","4","2","4","4","4","2","2","2","2","2","2","4","1","4","2","4","4","1","500","10","0.1","3","2","2% in 5 years","1 in 50","10","100","20%","50","1","9%","64","3","4","4","4","4","4","4","4","4","4","4","9/11/68"
48,22,"1","3","1","4","4","2","2","","","","","","","","","","","","","2","1","2","2","1","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","3","4","4","4","1","1","25","2","1","","","","","5","5","6","1","1","5","","1","","4","2","3","3","2","3","2","3","3","3","2","3","2","3","3","3","2","3","2","4","3","3","3","2","500","10","1","3","2","2","2","10","100","20%","5","1","9%","64","2","4","4","4","4","5","4","5","4","3","4","2/7/97"
49,50,"1","3","2","3","5","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","1","5","1","2","","","","","","","","","4","1","6","1","2","3,4","","1","","4","4","4","2","4","2","2","2","4","4","4","4","4","4","4","1","1","4","1","4","1","4","4","1","500","100","0.1","3","2","50","50","10","100","5","5","1","12","39","2","1","1","1","1","1","1","5","4","4","5","8/15/68"
50,29,"1","5","4","4","5","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","4","4","5","4","4","4","2","","","","","","","","","1","1","1","2","","","","","","3","2","2","2","3","2","3","3","3","4","2","5","3","3","5","3","2","5","4","4","3","3","3","2","500","10","1","3","2","2%","2 in 100","10","1","20%","5","1","90%","64","2","4","3","4","3","3","2","6","4","5","3","11/19/89"
51,25,"1","4","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","1","5","1","5","2","","","","","","","","","4","1","6","2","","","","","","1","3","1","2","1","2","1","4","3","2","1","2","2","4","4","4","2","2","2","2","2","2","1","2","500","1","0.1","3","2","2","2","10","100","20","1","1","90","64","3","5","4","5","4","5","4","6","6","5","5","6/12/93"
52,27,"1","3","4","10","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","1","2","1","1","1","2","1","2","5","1","4","4","5","5","2","","","","","","","","","6","1","5","1","50","3,4","","1","","4","2","4","3","3","2","2","2","2","3","2","3","2","2","4","1","2","3","1","4","2","4","2","2","500","10","0.001","3","2","2%","2%","10","100","5-Apr","5","1","90%","64","3","5","5","5","5","5","5","6","6","5","4","10/23/91"
53,53,"1","3","1","6","3","1","2","","","","","","","","","","","","","2","1","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","2","4","5","3","1","1","500","4","3","","2","2","","5","2","6","2","","","","","","3","3","2","4","3","3","2","2","2","1","3","4","2","2","2","2","1","4","1","4","2","3","2","2","500","101","1","3","2","2%","1 in 50","10","100","1 in5","50","1","1 i. 10","64","2","3","2","3","2","2","3","3","3","4","3","2/19/66"
